line	reasons
đường ngõ tri hoa - đà nẵng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Thị xã Hồng Ngự Đồng Tháp	4:duoi_32_ky_tu
đường bến đoan	4:duoi_32_ky_tu
quận 12, sài gòn	4:duoi_32_ky_tu
Phường Vĩnh Trung Thanh Khê	4:duoi_32_ky_tu
số 23 ngõ 109	4:duoi_32_ky_tu
phường cẩm tây cẩm phả - quảng ninh	1:gach_noi_giua_cap
tôn thất thuyết - cầu giấy	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
khu can ho thuan việt quận 11 - hồ chí minh	0:thieu_dau_sai_chinh_ta[can ho] | 1:gach_noi_giua_cap
136 hai bà trưng quận 1	4:duoi_32_ky_tu
Đường Lê Trọng Tấn Thanh Xuân	4:duoi_32_ky_tu
tú quỳ	4:duoi_32_ky_tu
Da Tuong - Nha Trang	0:thieu_dau_sai_chinh_ta[tuong,da tuong] | 1:gach_noi_giua_cap | 3:keyword_la_toan_so | 4:duoi_32_ky_tu
phường cô giang - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
lý thái tổ quận 3 - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Mai Hắc Đế - Hà Huy Tập - Vinh Nghệ An	1:gach_noi_giua_cap
xuân thới thượng 9	4:duoi_32_ky_tu
đường ngô gia tự quận 5	4:duoi_32_ky_tu
17 - 19 - 21 nguyễn văn trỗi - 12 - phú nhuận - hồ chí minh	1:gach_noi_giua_cap
võ văn kiệt - quận 6	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phan văn dang, hòa vang	4:duoi_32_ky_tu
phường tứ minh hải dương	4:duoi_32_ky_tu
đường gò công phường 13 - quận 5	1:gach_noi_giua_cap
dự án kdc kien a - d3 - quận 9	0:thieu_dau_sai_chinh_ta[kien] | 1:gach_noi_giua_cap | 4:duoi_32_ky_tu
234/ 8/ 2d đường lê đức thọ - gò vấp	1:gach_noi_giua_cap
keangnam nam từ liêm hà nội	4:duoi_32_ky_tu
đặng xá	4:duoi_32_ky_tu
đường quốc lộ 21b hà đông	4:duoi_32_ky_tu
tân vĩnh	4:duoi_32_ky_tu
đường nguyễn chanh, cầu giấy	4:duoi_32_ky_tu
hồ công dự bắc giang	4:duoi_32_ky_tu
dự án doi co villas - xã cư yên đường quốc lộ 6 lương sơn hòa bình	1:gach_noi_giua_cap
98 tây thành tân phú	4:duoi_32_ky_tu
an thạnh thủy tiền giang	4:duoi_32_ky_tu
đường hương lộ 14 - bà rịa vũng tàu	1:gach_noi_giua_cap
đường trần bình trọng - quận 5	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Trường Sơn Tân Bình	4:duoi_32_ky_tu
dự án khu đô thị geleximco - lê trọng tấn hà đông, hà nội	1:gach_noi_giua_cap
đường mai thị lựu đắk lắk	4:duoi_32_ky_tu
trường chính, p. 13	4:duoi_32_ky_tu
17 - 19 - 21 nguyễn văn troi - f. 12 q. phú nhuận	1:gach_noi_giua_cap
N9 Vĩnh Tân Tân Uyên	4:duoi_32_ky_tu
đường trần lê phường 3 lâm đồng	4:duoi_32_ky_tu
hoàng ngọc phách, tân phú	4:duoi_32_ky_tu
Đường thanh đa - Hồ Chí Minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Tổ 10 Cự Khối	4:duoi_32_ky_tu
Số 531 E1 147 Tân Mai Hoàng Mai	4:duoi_32_ky_tu
đường tân thới nhất 6 quận 12 - hồ chí minh	1:gach_noi_giua_cap
đường 47, quận 2 hồ chí minh	4:duoi_32_ky_tu
dự án chung cu bo công an dương trần não - phường bình an - quận 2 - hồ chí minh	0:thieu_dau_sai_chinh_ta[chung cu] | 1:gach_noi_giua_cap
72 hoa bằng - cầu giấy hà nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường 13, Bến Cát, Bình Dương	4:duoi_32_ky_tu
Số 29 Đường Đồng Khởi Diên Khánh - Khánh Hòa	1:gach_noi_giua_cap
bình chuẩn 28 - bình dương	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường lê thiết hùng - cẩm lệ	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Số 24A, Bình Tân Hồ Chí Minh	4:duoi_32_ky_tu
dự án toà nhà intracom - cầu giấy hà nội	1:gach_noi_giua_cap
Nguyễn Việt Xuân - Ninh Bình	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Mỹ Da Tây 6	4:duoi_32_ky_tu
Cuu Long - Đường Phạm Văn Đồng - Bình Thạnh	1:gach_noi_giua_cap
Lũy Bán Bích Tân Phú	4:duoi_32_ky_tu
đường d12 - thủ dầu một - bình dương	1:gach_noi_giua_cap
hẻm 688 lê đức thọ p15 gò vấp	4:duoi_32_ky_tu
nha sach su phạm 459 ton đức tha... đà nẵng	0:thieu_dau_sai_chinh_ta[sach]
đường muoi cung nhơn đức - nhà bè - hồ chí minh	1:gach_noi_giua_cap
dự án green lake hòa thọ đông - đường bau gia thuong 3 - đà nẵng	0:thieu_dau_sai_chinh_ta[thuong] | 1:gach_noi_giua_cap
109/ 82/ 19/ 46 - lạch tray - lê chân hải phòng	1:gach_noi_giua_cap
xã trung hoà - đường quốc lộ 1a trảng bom đồng nai	1:gach_noi_giua_cap
điện bàn - quảng nam	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phố đà nẵng phường	4:duoi_32_ky_tu
45a/ 7 phạm hùng - quận 8	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
tỉnh lộ 9 - cam ranh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
111 đường lũy bán bích tân phú	4:duoi_32_ky_tu
đường trần quy cap - đống đa - hà nội	0:thieu_dau_sai_chinh_ta[cap] | 1:gach_noi_giua_cap
đường xuân thủy - cầu giấy - hà nội	1:gach_noi_giua_cap
Vườn Chay Hải Phòng	4:duoi_32_ky_tu
đường bau gia thuong 1 cẩm lệ	0:thieu_dau_sai_chinh_ta[thuong] | 4:duoi_32_ky_tu
phù cát quốc lộ 21a quốc oai	4:duoi_32_ky_tu
Đường 11 - Trường Thọ - Thủ Đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường bằng lộc - hóc môn	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phố hàng bè hoàn kiếm hà nội	4:duoi_32_ky_tu
dự án can ho 8x thái an, gò vấp, sài gòn	0:thieu_dau_sai_chinh_ta[can ho]
An Gia River One - Phú Thuận - Quận 7 - Hồ Chí Minh	1:gach_noi_giua_cap
Đường Tứ Kiệt - Tiền Giang	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
trần thủ độ - hòa xuân - cẩm lệ	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường d4 phường tân bình, dĩ an	4:duoi_32_ky_tu
15/ 2 - Phan Đăng Lưu - Thủ Dầu Một - Bình Dương	1:gach_noi_giua_cap
đường dj9, bến cát, bình dương	4:duoi_32_ky_tu
168 tam bình hồ chí minh	4:duoi_32_ky_tu
an lợi đông - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
lakai nguyễn trãi phường 8 - quận 5	1:gach_noi_giua_cap
trần bình nam tu liem hà nội	0:thieu_dau_sai_chinh_ta[liem,nam tu,tu liem,liem hà] | 4:duoi_32_ky_tu
xã hiệp cường, hưng yên	4:duoi_32_ky_tu
mỹ tú 3	4:duoi_32_ky_tu
số 22 đường 71 - tân quy - quận 7 - hồ chí minh	1:gach_noi_giua_cap
đường đinh tiên hoàng - sơn tây hà nội	1:gach_noi_giua_cap
Việt Hưng - Hạ Long - Quảng Ninh	1:gach_noi_giua_cap
đường tỉnh lộ 8 - đức hòa	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường phan bội châu, hải phòng	4:duoi_32_ky_tu
thất sơn, hồ chí minh	4:duoi_32_ky_tu
Số 11 Quận 4 - Hồ Chí Minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
200 đường quốc lộ 13 thủ đức - hồ chí minh	1:gach_noi_giua_cap
đường an hải 20 sơn trà đà nẵng	4:duoi_32_ky_tu
2, xã tân lập 1, tiền giang	4:duoi_32_ky_tu
dự án khang điền intresco - Quận 9 - Hồ Chí Minh	1:gach_noi_giua_cap
dự án valora fuji nam long - đường d2 - phường phước long b - quận 9 - hồ chí minh	1:gach_noi_giua_cap
đồng tiến, bình phước	4:duoi_32_ky_tu
xã thanh hà thanh liêm	4:duoi_32_ky_tu
đường nguyễn trãi - thanh xuân - hà nội	1:gach_noi_giua_cap
845 nguyễn bình - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
eco spring - tân triều	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
6/ 6 - 4a tân hòa thống nhất - đồng nai	1:gach_noi_giua_cap
đường 4, thủ dầu một bình dương	4:duoi_32_ky_tu
hai bà trưng, hà nội	4:duoi_32_ky_tu
phú luongphu - lâm hà dong - hà nội	0:thieu_dau_sai_chinh_ta[hà dong,dong hà] | 1:gach_noi_giua_cap
dự án tòa nha cowaelmic - thanh xuân - hà nội	1:gach_noi_giua_cap
phường 7 - đường lý chính thắng - quận 3	1:gach_noi_giua_cap
hải châu ii đà nẵng	4:duoi_32_ky_tu
dự án florita	4:duoi_32_ky_tu
112/ 7 đường phổ quang - phú nhuận	1:gach_noi_giua_cap
tổ 10 phường cự khối long biên	4:duoi_32_ky_tu
db8	3:keyword_la_toan_so | 4:duoi_32_ky_tu
vinafor plaza - 48 vạn phúc hà đông hà nội	1:gach_noi_giua_cap
Tỉnh lộ 824, Hóc Môn	4:duoi_32_ky_tu
hẻm 176 gò dầu - Tân Phú Hồ Chí Minh	1:gach_noi_giua_cap
Đường Lê Duẩn An Khê Thanh Khê	4:duoi_32_ky_tu
kim tân, lào cai	4:duoi_32_ky_tu
Tân Phú - Quận 7	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
3 Quốc Tử Giám - Hà Nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường quốc lộ 23 hà nội	4:duoi_32_ky_tu
Xã Ninh Sim Ninh Hòa Khánh Hòa	4:duoi_32_ky_tu
đường văn hanh - tân thạnh bà rịa vũng tàu	1:gach_noi_giua_cap
đường lê lợi - thừa thiên huế	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Tân Lãng Lương Tài, Bắc Ninh	4:duoi_32_ky_tu
dự án lê jardin - quận 7 - hồ chí minh	1:gach_noi_giua_cap
phố yên phúc, hà đông, hà nội	4:duoi_32_ky_tu
Dự án chung cư T&T Reverside 440 Vĩnh Hưng - Hoàng Mai - Hà Nội	1:gach_noi_giua_cap
Xuân Thủy - Hà Nội	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phố châu long trúc bạch ba đình	4:duoi_32_ky_tu
Văn Lâm Hưng Yên	4:duoi_32_ky_tu
Tân Phú, Quận 7 Tp Hồ Chí Minh	4:duoi_32_ky_tu
đường dương tự minh thái nguyên	4:duoi_32_ky_tu
au đường lan, phường 4 quận 8	4:duoi_32_ky_tu
Hạ Lũng Hải An	4:duoi_32_ky_tu
hồ học lãm, đà nẵng	4:duoi_32_ky_tu
hoàng dư khương - quận 10	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
ea súp đắk lắk	4:duoi_32_ky_tu
đường nguyễn trung trực - sơn trà đà nẵng	1:gach_noi_giua_cap
Thủ Dầu Một Bình Dương	4:duoi_32_ky_tu
phường thanh khê tây - đường yên khê 1 đà nẵng	1:gach_noi_giua_cap
nội bộ, Tân Phú, hồ chí minh	4:duoi_32_ky_tu
số 9 ngõ 118 - phường phương canh - nam từ liêm - hà nội	1:gach_noi_giua_cap
phúc thịnh quận 5 hồ chí minh	4:duoi_32_ky_tu
la astoria	3:keyword_la_toan_so | 4:duoi_32_ky_tu
đường 60 quận 6 - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
nam trung yên cd2 hà nội	4:duoi_32_ky_tu
nguyễn biểu, quận 5 hồ chí minh	4:duoi_32_ky_tu
vĩnh tân. vĩnh cửu. đồng nai	4:duoi_32_ky_tu
natural village - tỉnh lộ 10 - đức hòa - long an	1:gach_noi_giua_cap
võ văn kiệt - bình chánh - hồ chí minh	1:gach_noi_giua_cap
đường 50 mỹ tho tiền giang	4:duoi_32_ky_tu
đường niềm xá	4:duoi_32_ky_tu
phạm viết chánh đà nẵng	4:duoi_32_ky_tu
số 9 267 - hoàng hoa thám ba đình	1:gach_noi_giua_cap
đường 11 - phường bình thuận - quận 7	1:gach_noi_giua_cap
phạm ngọc khánh - hải dương	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
na hối bắc hà lào cai	4:duoi_32_ky_tu
số 116	4:duoi_32_ky_tu
1302 huỳnh tấn phát - phường phú mỹ - quận 7	1:gach_noi_giua_cap
mieu nha, nam từ liêm, hà nội	4:duoi_32_ky_tu
nguyễn hữu tri - bình chánh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
quốc lộ 1a, thanh trì, hà nội	4:duoi_32_ky_tu
lương thuc ky	0:thieu_dau_sai_chinh_ta[thuc] | 4:duoi_32_ky_tu
đường số 34 - p. tân quý 7 - tp. hồ chí minh	1:gach_noi_giua_cap
khu dân cư 6b intresco	4:duoi_32_ky_tu
chung cư hemisco xã la	4:duoi_32_ky_tu
trung hanh hải an hải phòng	4:duoi_32_ky_tu
20 su văn hanh, kiến giang	4:duoi_32_ky_tu
đường hoa phượng	4:duoi_32_ky_tu
nguyễn tuyển - quận 2 tp hồ chí minh	1:gach_noi_giua_cap
Quang Trung - Phú Xuyên - Hà Nội	1:gach_noi_giua_cap
Đường Cây Da Củ Chi Hồ Chí Minh	4:duoi_32_ky_tu
Củ Chi, Nha Trang Khánh Hòa	4:duoi_32_ky_tu
văn lợi bình yên, hà nội	4:duoi_32_ky_tu
Phạm Hùng Phường 04 Quận 8	4:duoi_32_ky_tu
đường 46a bình tân	4:duoi_32_ky_tu
park view quận 7 hồ chí minh	4:duoi_32_ky_tu
nguyễn du hoàn kiếm, hà nội	4:duoi_32_ky_tu
dong cham, đồng xuân, hà nội	4:duoi_32_ky_tu
dự án vuon xuân - 71 nguyễn chí thanh - đống đa - hà nội	0:thieu_dau_sai_chinh_ta[vuon] | 1:gach_noi_giua_cap
dự án gardenia tân cang - quận 9 hồ chí minh	1:gach_noi_giua_cap
33 phố doc ngu - ba đình	0:thieu_dau_sai_chinh_ta[doc] | 1:gach_noi_giua_cap | 4:duoi_32_ky_tu
phường đồng nhân	4:duoi_32_ky_tu
dự án khu đô thị mới định công - hoàng mai - hà nội	1:gach_noi_giua_cap
dx 090 thủ dầu một bình dương	4:duoi_32_ky_tu
VP2 Linh Dam - Nguyễn Duy Trinh - Phường Thịnh Liệt - Hoàng Mai	1:gach_noi_giua_cap
hương lộ	4:duoi_32_ky_tu
dự án tms land hùng vương - trưng nhị - vĩnh phúc	1:gach_noi_giua_cap
đường kt 11 hồ chí minh	4:duoi_32_ky_tu
đường tu kiệt, tiền giang	4:duoi_32_ky_tu
đường cát linh hải an	4:duoi_32_ky_tu
Xã Đông Ngac	0:thieu_dau_sai_chinh_ta[ngac] | 4:duoi_32_ky_tu
thanh lương hai bà trưng hà nội	4:duoi_32_ky_tu
trần nguyễn dân, hải dương	4:duoi_32_ky_tu
256/ 11 đường pasteur quận 3	4:duoi_32_ky_tu
đường lê thị hà - xã xuân thới sơn - hóc môn - hồ chí minh	1:gach_noi_giua_cap
xã chánh mỹ - đường 1 thủ dầu một	1:gach_noi_giua_cap
An Hạ Riverside - Bình Chánh - Tp Hồ Chí Minh	1:gach_noi_giua_cap
khu công nghiệp biên hòa 2 - đồng nai	1:gach_noi_giua_cap
đường liên xã ea kar đắk lắk	4:duoi_32_ky_tu
đường hương lộ 2 bình tân	4:duoi_32_ky_tu
25 phan đình phùng - ba đình hà nội	1:gach_noi_giua_cap
32 A ngõ 73 Đường Nguyễn Lương Bằng - Đống Đa - Hà Nội	1:gach_noi_giua_cap
B2 Thành Công, Đắk Lắk	4:duoi_32_ky_tu
hẻm 176 gò dầu	4:duoi_32_ky_tu
Nhà Bè Tp Hồ Chí Minh	4:duoi_32_ky_tu
nguyễn quang lâm - phường hòa xuân - cẩm lệ - đà nẵng	1:gach_noi_giua_cap
Phường Lưu 6, Hải Phòng	4:duoi_32_ky_tu
samland building bình thạnh - hồ chí minh	1:gach_noi_giua_cap
đường 7a, quận 11, hồ chí minh	4:duoi_32_ky_tu
đường cầu tri sơn tây hà nội	4:duoi_32_ky_tu
nguyễn minh hoàng	4:duoi_32_ky_tu
chu văn an, bình thạnh	4:duoi_32_ky_tu
tiến thành - đường 1 - bình phước	1:gach_noi_giua_cap
Đường Linh Quang B, Hà Nội	4:duoi_32_ky_tu
phường phúc lợi, long biên	4:duoi_32_ky_tu
hoàng hoa thám bình thạnh - tp hồ chí minh	1:gach_noi_giua_cap
dự án null quận 1 hồ chí minh	4:duoi_32_ky_tu
đường pasteur - quận 1	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Bến cát Bình Dương	4:duoi_32_ky_tu
25 đông khê, ngô quyền	4:duoi_32_ky_tu
thong phong - hà nội	0:thieu_dau_sai_chinh_ta[thong phong] | 1:gach_noi_giua_cap | 4:duoi_32_ky_tu
cầu đơ, la khê, hà nội	4:duoi_32_ky_tu
pasteur hải châu đà nẵng	4:duoi_32_ky_tu
Phường Quang Vinh, Thái Nguyên	4:duoi_32_ky_tu
đường hồ đá, sở dầu, hải phòng	4:duoi_32_ky_tu
xuân la hà nội	4:duoi_32_ky_tu
phường hòa xuân - cẩm lệ	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dự án helios tower 75 tam trinh - hoàng mai	1:gach_noi_giua_cap
ngõ 41, phố thái hà, hà nội	4:duoi_32_ky_tu
đường thạnh lộc 41 - quận 12 - hồ chí minh	1:gach_noi_giua_cap
Thủ Dầu Một, Bình Dương	4:duoi_32_ky_tu
283/ 63 cách mạng thang 8. p12, q10	0:thieu_dau_sai_chinh_ta[mạng thang]
đường lương thuc ky	0:thieu_dau_sai_chinh_ta[thuc] | 4:duoi_32_ky_tu
nguyễn phúc - thanh hóa	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Mỹ Toàn 2 - Phạm Thái Bường - Quận 7 - Hồ Chí Minh	1:gach_noi_giua_cap
310 định công hoàng mai	4:duoi_32_ky_tu
phố nam cao, quận 9	4:duoi_32_ky_tu
Đường Hải Thượng Lãn Ông Hội An	4:duoi_32_ky_tu
khu nhà ở đất việt	4:duoi_32_ky_tu
kdt du lich bien phan thiết	0:thieu_dau_sai_chinh_ta[lich,bien] | 4:duoi_32_ky_tu
đường võ văn kiệt quận 1	4:duoi_32_ky_tu
đường miêu nha, tây mỗ	4:duoi_32_ky_tu
102 - đường lã xuân oai - hồ chí minh	1:gach_noi_giua_cap
dự án phú mỹ hưng - nguyễn hữu thọ - phường tân phong - quận 7	1:gach_noi_giua_cap
Đường 1, Hóc Môn, Hồ Chí Minh	4:duoi_32_ky_tu
đường trần vân du hồ chí minh	4:duoi_32_ky_tu
52 Đường 85, Quận 7	4:duoi_32_ky_tu
số 8 phường 4 quận 8	4:duoi_32_ky_tu
dự án thanh an tower đường lê văn lương - thanh xuân	1:gach_noi_giua_cap
lê đình thám - tân phú tp hồ chí minh	1:gach_noi_giua_cap
Dự Án Chung Cu Hemisco Xã La Hà Đông Hà Noi	0:thieu_dau_sai_chinh_ta[chung cu,hà noi]
585 Trần Xuân Soạn Quận 7	4:duoi_32_ky_tu
mỹ phước xã bình nhâm thuận an	4:duoi_32_ky_tu
3 thôn trung mầu gia lâm hà nội	4:duoi_32_ky_tu
7/ 47B Hoàng Bật Đạt Tân Bình	4:duoi_32_ky_tu
30/ 12 đường 22, thủ đức	4:duoi_32_ky_tu
đường phước lộc - xã nhơn đức - hồ chí minh	1:gach_noi_giua_cap
Đường Ký Con Vũng Tàu	4:duoi_32_ky_tu
dự án city garden - bình thạnh tp hồ chí minh	1:gach_noi_giua_cap
Đường Ấp Bắc, Mỹ Tho	4:duoi_32_ky_tu
tỉnh lộ 816	4:duoi_32_ky_tu
đường nguyễn trường tộ tân phú - hồ chí minh	1:gach_noi_giua_cap
việt bắc - ngũ hành sơn - đà nẵng	1:gach_noi_giua_cap
đường 477 gia viễn ninh bình	4:duoi_32_ky_tu
đường bạch đằng - hồng bàng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
168	3:keyword_la_toan_so | 4:duoi_32_ky_tu
dự án khu đô thị geleximco - lê trọng tấn - hà đông - hà nội	1:gach_noi_giua_cap
Đường Nguyễn Trung Trực	4:duoi_32_ky_tu
hẻm 64 nguyễn khoai quận 4	4:duoi_32_ky_tu
Y Ni Ksork	3:keyword_la_toan_so | 4:duoi_32_ky_tu
dự án the navita - đường go dua tam bình - thủ đức hồ chí minh	0:thieu_dau_sai_chinh_ta[đường go] | 1:gach_noi_giua_cap
đường đất mới, bình tân	4:duoi_32_ky_tu
đường 6 - bến lức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường khánh hội - phường 3 quận 4 - hồ chí minh	1:gach_noi_giua_cap
ngõ 52 phạm hùng nam từ liêm	4:duoi_32_ky_tu
Đường Hoàng Lê Kha - Phường 9 - Quận 6 - Hồ Chí Minh	1:gach_noi_giua_cap
dự án green lake - nguyễn phước tần - cẩm lệ	1:gach_noi_giua_cap
đường 12 - thủ dầu một	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
12 view - đường trường chinh - tân thới nhất - quận 12 - hồ chí minh	1:gach_noi_giua_cap
294/ 22/ 41 xô viết nghệ tĩnh	4:duoi_32_ky_tu
Đường Trần Quy Cap - Hà Nội	0:thieu_dau_sai_chinh_ta[cap] | 1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường phạm viết chánh - quận 1	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường nguyễn văn thành, quận 9	4:duoi_32_ky_tu
Dự án Khu đỗ thị Geleximco - Lê Trọng Tấn Hà Đông, Hà Nội	1:gach_noi_giua_cap
200 - đường quốc lộ 13 thủ đức	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
dĩ an	4:duoi_32_ky_tu
đường trần bình trọng - nha trang	1:gach_noi_giua_cap
Số 3 Thủ Đức hồ chí minh	4:duoi_32_ky_tu
đường 1 thủ dầu một - bình dương	1:gach_noi_giua_cap
Dự án The Everrich Infinity - Quận 5 - Tp Hồ Chí Minh	1:gach_noi_giua_cap
Đường Lê Đình Thám - Hải Châu - Đà Nẵng	1:gach_noi_giua_cap
4/ 3/ 40 - Phố Lạch Tray Ngô Quyền	1:gach_noi_giua_cap
DX 059	3:keyword_la_toan_so | 4:duoi_32_ky_tu
đường dong dien, an dương, hải phòng	0:thieu_dau_sai_chinh_ta[dien,đường dong]
112/ 7 Phổ Quang - Phú Nhuận	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
đường phan bội châu hồng bàng	4:duoi_32_ky_tu
Phương Trung Trac Phúc Yên	0:thieu_dau_sai_chinh_ta[trac] | 4:duoi_32_ky_tu
Đường Nam Thới 1 - Xã Thới Tam Thôn - Hồ Chí Minh	1:gach_noi_giua_cap
phạm văn - sơn trà	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
3 thang 2 Quận 10 Hồ Chí Minh	0:thieu_dau_sai_chinh_ta[thang quận] | 4:duoi_32_ky_tu
dự án vinafor plaza - 48 vạn phúc hà đông	1:gach_noi_giua_cap
đường tôn đức thắng - liên chiểu đà nẵng	1:gach_noi_giua_cap
Quốc lộ 1A, Cai Lậy, Tiền Giang	4:duoi_32_ky_tu
Đường Bùi Thị Xuân Dĩ An	4:duoi_32_ky_tu
xã đông sơn, tam điệp	4:duoi_32_ky_tu
Phố Quỳnh Mai	4:duoi_32_ky_tu
chung cu sails tower song nhue - kdt xã la - hà đông	0:thieu_dau_sai_chinh_ta[chung cu] | 1:gach_noi_giua_cap
75 trần anh tong bình định	4:duoi_32_ky_tu
Phường Thuận Thành - Huế - Thừa Thiên Huế	1:gach_noi_giua_cap
10 mai xuân thượng - đà nẵng	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
Đường Quang Trung Quảng Ngãi	4:duoi_32_ky_tu
Phố Phan Đăng Lưu, hiệp an	4:duoi_32_ky_tu
phường hạ lý, hải phòng	4:duoi_32_ky_tu
Riverside Garden - Thanh Xuân - Hà Nội	1:gach_noi_giua_cap
thạnh xuân 52	4:duoi_32_ky_tu
dự án vườn cam vinapol - đường 32 xã vân canh hoài đức - hà nội	1:gach_noi_giua_cap
Bắc Sơn Hà Nội	4:duoi_32_ky_tu
Hưng Gia 2, Hồ Chí Minh	4:duoi_32_ky_tu
thanh lương - hai bà trưng - hà nội	1:gach_noi_giua_cap
xã lộ đại han thủ đức	4:duoi_32_ky_tu
nhượng cửa hàng 7a3 ttđh ngoại ngữ - cầu giấy hà nội	1:gach_noi_giua_cap
Đường Tu Quy	4:duoi_32_ky_tu
xã an khánh hoài đức	4:duoi_32_ky_tu
đường phan kế bính quận 1	4:duoi_32_ky_tu
đường an dương vương bạc liêu	4:duoi_32_ky_tu
ngõ 94 tân mai, hà nội	4:duoi_32_ky_tu
đường tue tỉnh, hải dương	4:duoi_32_ky_tu
Đường Mỹ Da Tây 6	4:duoi_32_ky_tu
đường khương thượng đống đa	4:duoi_32_ky_tu
trần bình trọng, thái bình	4:duoi_32_ky_tu
Liên Tỉnh 5 - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
thất sơn - hồ chí minh	1:gach_noi_giua_cap | 4:duoi_32_ky_tu
